orig_address_ru,address_ua,lat,lon,service_type_ru,service_type_lat,service_type_en,service_name_ru,service_name_en,area_sqm,date_published,date_cadastral
"проспект Победы, 98","Маріуполь, проспект Победы, 98",47.1059777,37.6668117,магазин,magazin,shop,клевое место,klevoe mesto,30,2024-02-19 00:00:00,2024-06-21
"улица Олимпийская, 153","Маріуполь, улица Олимпийская, 153",47.1200104,37.6799074,магазин,magazin,shop,марат,marat,64,2024-02-19 00:00:00,2024-06-21
"проспект Победы, 109","Маріуполь, проспект Победы, 109",47.1053385,37.6644933,магазин,magazin,shop,сладости,sladosti,48,2024-02-19 00:00:00,2024-06-21
"проспект Строителей, 92","Маріуполь, проспект Строителей, 92",47.09728399999999,37.5224929,парикмахерская,parikmaherskaja,hairdresser,идеал,ideal,50,2024-02-19 00:00:00,2024-06-21
"проспект Металлургов, 121А","Маріуполь, проспект Металлургов, 121А",47.11025009999999,37.5560939,павильон,pavil'on,pavilion,цветы,tsvety,30,2024-02-19 00:00:00,2024-06-21
"проспект Металлургов, 194, пом. 2","Маріуполь, проспект Металлургов, 194",47.13351900000001,37.5660983,unknown,unknown,unknown,,,42.4,2024-02-19 00:00:00,
"проспект Строителей, 85А","Маріуполь, проспект Строителей, 85А",47.0899315,37.5237343,unknown,unknown,unknown,,,580.4,2024-02-19 00:00:00,2024-07-23
"проспект Победы, 100","Маріуполь, проспект Победы, 100",47.10586929999999,37.6671598,unknown,unknown,unknown,,,61,2024-02-19 00:00:00,2025-02-26
"проспект Победы, 111","Маріуполь, проспект Победы, 111",47.105284,37.665245,магазин,magazin,shop,уют холод,ujut holod,50,2024-02-19 00:00:00,2024-07-23
"проспект Победы, 107","Маріуполь, проспект Победы, 107",47.1054943,37.6625701,магазин,magazin,shop,шторки,shtorki,15,2024-02-19 00:00:00,2024-08-13
"улица Сычева, 33","Маріуполь, улица Сычева, 33",47.097133,37.543367,павильон,pavil'on,pavilion,приятель,prijatel',45,2024-02-19 00:00:00,2024-08-16
"улица 9 Авиадивизии, 16","Маріуполь, улица 9 Авиадивизии, 16",47.1212402,37.5192454,unknown,unknown,unknown,,,80,2024-02-19 00:00:00,2024-07-26
"улица 9 Авиадивизии, 18","Маріуполь, улица 9 Авиадивизии, 18",47.1216509,37.5192837,офисное помещение,ofisnoe pomeschenie,office space,,,50,2024-02-19 00:00:00,
"улица 130 Таганрогской дивизии, 5А","Маріуполь, улица 130 Таганрогской дивизии, 5А",47.1064369,37.6688932,магазин,magazin,shop,,,900,2024-02-19 00:00:00,2024-11-01
"25 квартал, 3","Маріуполь, 25 квартал, 3",47.097133,37.543367,магазин,magazin,shop,,,100,2024-02-19 00:00:00,2024-08-16
"бульвар 50 лет Октября, 11","Маріуполь, бульвар 50 лет Октября, 11",47.1034474,37.6372948,магазин,magazin,shop,,,48,2024-02-19 00:00:00,2024-07-26
"бульвар 50 лет Октября, 21/43","Маріуполь, бульвар 50 лет Октября, 21/43",47.1061421,37.6376316,киоск,kiosk,kiosk,,,20,2024-02-19 00:00:00,2024-11-28
"бульвар 50 лет Октября, 21/43","Маріуполь, бульвар 50 лет Октября, 21/43",47.1061421,37.6376316,киоск,kiosk,kiosk,,,10,2024-02-19 00:00:00,
"бульвар 50 лет Октября, 21/43","Маріуполь, бульвар 50 лет Октября, 21/43",47.1061421,37.6376316,киоск,kiosk,kiosk,,,10,2024-02-19 00:00:00,2024-08-16
"бульвар 50 лет Октября, 21/43","Маріуполь, бульвар 50 лет Октября, 21/43",47.1061421,37.6376316,магазин,magazin,shop,"одежды ""анди","odezhdy ""andi",170,2024-02-19 00:00:00,2024-06-17
"бульвар 50 лет Октября, 25","Маріуполь, бульвар 50 лет Октября, 25",47.0998183,37.6363894,фотоателье,fotoatel'e,photo studio,,,25,2024-02-19 00:00:00,2024-08-16
"улица 50 лет СССР, 20","Маріуполь, улица 50 лет СССР, 20",47.097133,37.543367,зоотовары,zootovary,pet store,,,40,2024-02-19 00:00:00,2024-07-26
"улица 50 лет СССР, 43","Маріуполь, улица 50 лет СССР, 43",47.097133,37.543367,стоматологическая клиника,stomatologicheskaja klinika,dental clinic,оксигенум,oksigenum,200,2024-02-19 00:00:00,2024-06-24
"улица 50 лет СССР, 51","Маріуполь, улица 50 лет СССР, 51",47.097133,37.543367,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-06-24
"улица 50 лет СССР, 60","Маріуполь, улица 50 лет СССР, 60",47.097133,37.543367,магазин,magazin,shop,мясо тут,mjaso tut,35.4,2024-02-19 00:00:00,2024-08-05
"улица 50 лет СССР, 61","Маріуполь, улица 50 лет СССР, 61",47.097133,37.543367,ателье,atel'e,atelier,,,50,2024-02-19 00:00:00,2024-07-26
"улица 50 лет СССР, 61","Маріуполь, улица 50 лет СССР, 61",47.097133,37.543367,unknown,unknown,unknown,,,51,2024-02-19 00:00:00,2024-07-26
"улица 50 лет СССР, 61А","Маріуполь, улица 50 лет СССР, 61А",47.097133,37.543367,unknown,unknown,unknown,,,35.4,2024-02-19 00:00:00,2024-08-02
"улица 50 лет СССР, 75","Маріуполь, улица 50 лет СССР, 75",47.097133,37.543367,магазин,magazin,shop,мясо тут,mjaso tut,35.4,2024-02-19 00:00:00,2024-07-26
"улица 50 лет СССР, 77","Маріуполь, улица 50 лет СССР, 77",47.097133,37.543367,ателье,atel'e,atelier,,,50,2024-02-19 00:00:00,2024-07-26
"улица 60 лет СССР, 11","Маріуполь, улица 60 лет СССР, 11",47.1201863,37.5135469,магазин,magazin,shop,народный,narodnyj,250,2024-02-19 00:00:00,2024-08-05
"улица 60 лет СССР, 12","Маріуполь, улица 60 лет СССР, 12",47.1213245,37.5125248,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-08-01
"улица 9 Мая, 5","Маріуполь, улица 9 Мая, 5",47.1204196,37.6775721,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-08-16
"улица Азовстальская, 30","Маріуполь, улица Азовстальская, 30",47.1024119,37.6374282,магазин,magazin,shop,,,100,2024-02-19 00:00:00,2024-07-09
"улица Азовстальская, 49/61","Маріуполь, улица Азовстальская, 49/61",47.101235,37.6418643,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-06-18
"улица Азовстальская, 57","Маріуполь, улица Азовстальская, 57",47.1010335,37.6451845,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-06-19
"улица Азовстальская, 60","Маріуполь, улица Азовстальская, 60",47.1021006,37.6447999,магазин,magazin,shop,,,100,2024-02-19 00:00:00,2024-07-26
"улица Азовстальская, 124","Маріуполь, улица Азовстальская, 124",47.1012716,37.6566007,магазин,magazin,shop,стройматериалов,strojmaterialov,120,2024-02-19 00:00:00,2024-08-16
"улица Апатова, 123","Маріуполь, улица Апатова, 123",47.093965,37.5367801,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-06-21
"улица Артема, 31","Маріуполь, улица Артема, 31",47.097133,37.543367,салон,salon,salon,красоты,krasoty,50,2024-02-19 00:00:00,2024-06-18
"улица Артема, 35","Маріуполь, улица Артема, 35",47.097133,37.543367,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-07-26
"улица Артема, 35","Маріуполь, улица Артема, 35",47.097133,37.543367,магазин,magazin,shop,вина мира,vina mira,120,2024-02-19 00:00:00,2024-06-18
"улица Артема, 37","Маріуполь, улица Артема, 37",47.097133,37.543367,магазин,magazin,shop,,,67,2024-02-19 00:00:00,2024-07-26
"улица Артема, 37","Маріуполь, улица Артема, 37",47.097133,37.543367,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-06-19
"улица Артема, 44","Маріуполь, улица Артема, 44",47.097133,37.543367,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-06-24
"улица Артема, 48","Маріуполь, улица Артема, 48",47.097133,37.543367,"""медиа-фото""","""media-foto""","""медиа-фото""",,,48,2024-02-19 00:00:00,
"улица Артема, 49","Маріуполь, улица Артема, 49",47.097133,37.543367,магазин,magazin,shop,арсенал,arsenal,70,2024-02-19 00:00:00,2024-06-24
"улица Артема, 58","Маріуполь, улица Артема, 58",47.097133,37.543367,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-06-18
"улица Артема, 115","Маріуполь, улица Артема, 115",47.1090858,37.5634368,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-11-01
"улица Бахмутская, 30","Маріуполь, улица Бахмутская, 30",47.1162305,37.5527695,торговля,torgovlja,торговля,,,50,2024-02-19 00:00:00,2024-07-26
"улица Бахчиванджи, 5","Маріуполь, улица Бахчиванджи, 5",47.09146639999999,37.5286224,офис,ofis,офис,,,500,2024-02-19 00:00:00,2024-07-26
"бульвар Богдана Хмельницкого, 39","Маріуполь, бульвар Богдана Хмельницкого, 39",47.09721320000001,37.5289588,салон,salon,salon,красоты,krasoty,48,2024-02-19 00:00:00,2024-06-24
"улица Варганова, 1","Маріуполь, улица Варганова, 1",47.0982434,37.546955,магазин,magazin,shop,арбат,arbat,50,2024-02-19 00:00:00,2024-07-26
"улица Варганова, 1/39","Маріуполь, улица Варганова, 1/39",47.0982434,37.546955,парикмахерская,parikmaherskaja,hairdresser,,,30,2024-02-19 00:00:00,2024-07-26
"улица Варганова, 3","Маріуполь, улица Варганова, 3",47.09858269999999,37.5461661,магазин,magazin,shop,автодетали,avtodetali,70,2024-02-19 00:00:00,2024-07-26
"улица Воинов освободителей, 3/2","Маріуполь, улица Воинов освободителей, 3/2",47.1002316,37.6378916,парикмахерская,parikmaherskaja,hairdresser,,,35,2024-02-19 00:00:00,2024-07-23
"Володарское шоссе, 2","Маріуполь, Володарское шоссе, 2",47.1159417,37.5067341,трц,trts,трц,порт сити,port siti,90000,2024-02-19 00:00:00,2024-07-31
"улица Гагарина, 1А","Маріуполь, улица Гагарина, 1А",47.0665404,37.508159,магазин,magazin,shop,детских товаров,detskih tovarov,50,2024-02-19 00:00:00,2024-06-21
"улица Гагарина, 1Б","Маріуполь, улица Гагарина, 1Б",47.0665404,37.508159,магазин,magazin,shop,,,30,2024-02-19 00:00:00,2024-06-21
"улица Гагарина, 116А","Маріуполь, улица Гагарина, 116А",47.0578716,37.4940373,магазин,magazin,shop,одежды б/у,odezhdy b/u,50,2024-02-19 00:00:00,2024-08-01
"улица Гагарина, 116А","Маріуполь, улица Гагарина, 116А",47.0578716,37.4940373,магазин,magazin,shop,промтоваров,promtovarov,58,2024-02-19 00:00:00,2024-08-05
"улица Гагарина, 213","Маріуполь, улица Гагарина, 213",47.0448505,37.47949680000001,продуктов,produktov,grocery,ый магазин,yj magazin,50,2024-02-19 00:00:00,2024-06-21
"улица Гагарина, 213","Маріуполь, улица Гагарина, 213",47.0448505,37.47949680000001,кафе,kafe,cafe,-гостиица,-gostiitsa,200,2024-02-19 00:00:00,2024-06-21
"улица Георгиевская, 59","Маріуполь, улица Георгиевская, 59",47.0941262,37.5493658,магазин,magazin,shop,,,170,2024-02-19 00:00:00,2024-06-21
"улица Греческая, 41","Маріуполь, улица Греческая, 41",47.0945085,37.5534826,"""автоцентр""","""avtotsentr""","""автоцентр""",,,120,2024-02-19 00:00:00,2024-07-23
"Зинцевый спуск, 44","Маріуполь, Зинцевый спуск, 44",47.097133,37.543367,продуктов,produktov,grocery,ый магазин,yj magazin,70,2024-02-19 00:00:00,2024-07-26
"проспект Ильича, 140","Маріуполь, проспект Ильича, 140",47.1393804,37.5691328,магазин,magazin,shop,,,54,2024-02-19 00:00:00,2024-07-26
"проспект Ильича, 141","Маріуполь, проспект Ильича, 141",47.14025549999999,37.5673995,магазин,magazin,shop,,,150,2024-02-19 00:00:00,2024-07-26
"улица Апатова, 37 (Итальянская)",,,,офис,ofis,офис,,,70,2024-02-19 00:00:00,2024-07-26
"улица Апатова, 88 (Итальянская)",,,,коммерческое,kommercheskoe,коммерческое,помещение,pomeschenie,70,2024-02-19 00:00:00,2024-06-21
"улица Итальянская, 119","Маріуполь, улица Итальянская, 119",47.0937869,37.5385296,подвал,podval,подвал,,,120,2024-02-19 00:00:00,2024-06-21
"улица Казанцева, 40","Маріуполь, улица Казанцева, 40",47.0998952,37.5397161,ателье,atel'e,atelier,,,50,2024-02-19 00:00:00,2024-07-26
"улица Карла Либкнехта, 57","Маріуполь, улица Карла Либкнехта, 57",47.1051833,37.53651139999999,магазин,magazin,shop,,,50,2024-02-19 00:00:00,
"улица Карла Либкнехта, 201","Маріуполь, улица Карла Либкнехта, 201",47.1081256,37.5112509,магазин,magazin,shop,стройматериалы,strojmaterialy,150,2024-02-19 00:00:00,2024-07-26
"улица Киевская, 76","Маріуполь, улица Киевская, 76",47.097133,37.543367,коммерческое,kommercheskoe,коммерческое,помещение,pomeschenie,50,2024-02-19 00:00:00,2024-07-26
перекресток бульвар Комсомольского и бульвар 50 лет Октября,,,,кафе,kafe,cafe,,,550,2024-02-19 00:00:00,
"улица Котляревского, 1","Маріуполь, улица Котляревского, 1",47.11061429999999,37.5555191,кафе,kafe,cafe,,,250,2024-02-19 00:00:00,2024-07-26
"улица Краснофлотская, 145А","Маріуполь, улица Краснофлотская, 145А",47.097133,37.543367,автомойка,avtomojka,автомойка,,,432,2024-02-19 00:00:00,2024-12-18
"улица Кронштадтская, 2а","Маріуполь, улица Кронштадтская, 2а",47.0797787,37.5166773,пивной,pivnoj,пивной,магазин,magazin,50,2024-02-19 00:00:00,2024-07-26
"улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,пивной,pivnoj,пивной,бар,bar,70,2024-02-19 00:00:00,2024-08-13
"улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,овощной,ovoschnoj,овощной,магазин,magazin,150,2024-02-19 00:00:00,2024-08-13
"улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,магазин,magazin,shop,,,48,2024-02-19 00:00:00,2024-08-13
"улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,мясо,mjaso,meat,-маркет,-market,50,2024-02-19 00:00:00,2024-08-13
"улица Кронштадтская, 4","Маріуполь, улица Кронштадтская, 4",47.0798717,37.5158091,аптека,apteka,pharmacy,,,54,2024-02-19 00:00:00,2024-08-13
"улица Куйбышева, 14","Маріуполь, улица Куйбышева, 14",47.1400489,37.5730734,склады,sklady,склады,,,772,2024-02-19 00:00:00,
"улица Куйбышева, 16","Маріуполь, улица Куйбышева, 16",47.1403912,37.5727431,склады,sklady,склады,,,428.1,2024-02-19 00:00:00,
"улица Курчатова, 35","Маріуполь, улица Курчатова, 35",47.159763,37.6136769,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-07-26
"улица Лавицкого, 3","Маріуполь, улица Лавицкого, 3",47.08614190000001,37.5229336,магазин,magazin,shop,,,30,2024-02-19 00:00:00,2024-07-26
"улица Лавицкого, 16","Маріуполь, улица Лавицкого, 16",47.0872648,37.5192772,салон,salon,salon,красоты,krasoty,50,2024-02-19 00:00:00,2024-07-26
"улица Лавицкого, 23","Маріуполь, улица Лавицкого, 23",47.0883598,37.5177828,продуктов,produktov,grocery,ый магазин,yj magazin,70,2024-02-19 00:00:00,
"улица Ладыгина, 25","Маріуполь, улица Ладыгина, 25",47.10625109999999,37.5272233,магазин,magazin,shop,кованные изделия,kovannye izdelija,70,2024-02-19 00:00:00,2024-07-26
"проспект Ленина, 7","Маріуполь, проспект Ленина, 7",47.097133,37.543367,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-06-17
"проспект Ленина, 14","Маріуполь, проспект Ленина, 14",47.097133,37.543367,магазин,magazin,shop,трубоверт,trubovert,70,2024-02-19 00:00:00,2024-06-19
"проспект Ленина, 15","Маріуполь, проспект Ленина, 15",47.097133,37.543367,кафе,kafe,cafe,,,70,2024-02-19 00:00:00,2024-06-17
"проспект Ленина, 15","Маріуполь, проспект Ленина, 15",47.097133,37.543367,парикмахерская,parikmaherskaja,hairdresser,,,50,2024-02-19 00:00:00,2024-06-17
"проспект Ленина, 19","Маріуполь, проспект Ленина, 19",47.097133,37.543367,редакция газеты,redaktsija gazety,редакция газеты,приазовский рабочий,priazovskij rabochij,500,2024-02-19 00:00:00,2024-06-17
"проспект Ленина, 21","Маріуполь, проспект Ленина, 21",47.097133,37.543367,магазин,magazin,shop,,,100,2024-02-19 00:00:00,2024-06-17
"проспект Ленина, 24/24","Маріуполь, проспект Ленина, 24/24",47.097133,37.543367,магазин,magazin,shop,,,120,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 34","Маріуполь, проспект Ленина, 34",47.097133,37.543367,кафе,kafe,cafe,ля-рошель,lja-roshel',70,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 34","Маріуполь, проспект Ленина, 34",47.097133,37.543367,парикмахерская,parikmaherskaja,hairdresser,,,30,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 35","Маріуполь, проспект Ленина, 35",47.097133,37.543367,магазин,magazin,shop,галантерея,galantereja,450,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 43","Маріуполь, проспект Ленина, 43",47.097133,37.543367,полуподвальное/подвальное,polupodval'noe/podval'noe,полуподвальное/подвальное,,,200,2024-02-19 00:00:00,2024-06-24
"проспект Ленина, 43","Маріуполь, проспект Ленина, 43",47.097133,37.543367,свадебный,svadebnyj,свадебный,салон,salon,220,2024-02-19 00:00:00,2024-06-18
"проспект Ленина, 47","Маріуполь, проспект Ленина, 47",47.097133,37.543367,магазин,magazin,shop,светоч,svetoch,800,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 63/2","Маріуполь, проспект Ленина, 63/2",47.097133,37.543367,магазин,magazin,shop,,,150,2024-02-19 00:00:00,2024-12-16
"проспект Ленина, 66/39, 10, 11",,,,услуги,uslugi,services,населению,naseleniju,30,2024-02-19 00:00:00,2024-07-31
"проспект Ленина, 68Б","Маріуполь, проспект Ленина, 68Б",47.097133,37.543367,магазин,magazin,shop,продуктов,produktov,38.65,2024-02-19 00:00:00,2024-07-26
"проспект Ленина, 76","Маріуполь, проспект Ленина, 76",47.097133,37.543367,услуги,uslugi,services,,,480,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 81, пом. 1",,,,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 82","Маріуполь, проспект Ленина, 82",47.097133,37.543367,юридические,juridicheskie,legal services,услуги,uslugi,50,2024-02-19 00:00:00,2024-07-26
"проспект Ленина, 90","Маріуполь, проспект Ленина, 90",47.097133,37.543367,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 93В","Маріуполь, проспект Ленина, 93В",47.097133,37.543367,кафе,kafe,cafe,,,120,2024-02-19 00:00:00,2024-06-21
"проспект Ленина, 94","Маріуполь, проспект Ленина, 94",47.097133,37.543367,магазин,magazin,shop,,,900,2024-02-19 00:00:00,2024-07-26
"проспект Ленина, 107, пом. 138",,,,юридические,juridicheskie,legal services,услуги,uslugi,20,2024-02-19 00:00:00,2024-07-31
"проспект Ленина, 111А","Маріуполь, проспект Ленина, 111А",47.097133,37.543367,кафе,kafe,cafe,,,609.5,2024-02-19 00:00:00,2025-01-15
"проспект Ленина, 111А","Маріуполь, проспект Ленина, 111А",47.097133,37.543367,аква,akva,аква,лайн,lajn,150,2024-02-19 00:00:00,2024-06-18
"улица Ломизова, 10","Маріуполь, улица Ломизова, 10",47.1023718,37.6246072,хлебозавод,hlebozavod,хлебозавод,,,-,2024-02-19 00:00:00,
"проспект Лунина, 23","Маріуполь, проспект Лунина, 23",47.0674626,37.5103097,зоотовары,zootovary,pet store,,,50,2024-02-19 00:00:00,2024-07-26
"проспект Лунина, 31","Маріуполь, проспект Лунина, 31",47.06561689999999,37.5080284,магазин,magazin,shop,,,70,2024-02-19 00:00:00,2024-11-01
"проспект Лунина, 33","Маріуполь, проспект Лунина, 33",47.0651074,37.5075399,магазин,magazin,shop,,,-,2024-02-19 00:00:00,
"проспект Лунина, 33","Маріуполь, проспект Лунина, 33",47.0651074,37.5075399,магазин,magazin,shop,,,300,2024-02-19 00:00:00,2024-07-26
"улица Мамина Сибиряка, 39","Маріуполь, улица Мамина Сибиряка, 39",47.1487746,37.6078957,магазин,magazin,shop,,,50,2024-02-19 00:00:00,2024-07-26
"улица Мамина Сибиряка, 40","Маріуполь, улица Мамина Сибиряка, 40",47.14890579999999,37.6066327,магазин,magazin,shop,", парикмахерская, фото",", parikmaherskaja, foto",250,2024-02-19 00:00:00,2024-06-21
"улица Мамина Сибиряка, 47","Маріуполь, улица Мамина Сибиряка, 47",47.1498992,37.6058963,торговый,torgovyj,торговый,объект,ob'ekt,25,2024-02-19 00:00:00,2024-06-21
"проспект Металлургов, 29, пом. 40, 56, 70, 71",,,,магазин,magazin,shop,,,400,2024-02-19 00:00:00,2024-07-26
